Message_id,Day_of_week,Date,Sender,Subject,Body
344,Saturday,01/12/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #109 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Cisco.

Given an unsigned 8-bit integer, swap its even and odd bits. The 1st and 2nd bit
should be swapped, the 3rd and 4th bit should be swapped, and so on.

For example, 10101010 should be 01010101. 11100010 should be 11010001.

Bonus: Can you do this in one line?

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Fh5NIaf-2B5C0EDGo-2BvNSdBFd8xvMlfV8hFPwA9ala7RdQzXf-2BRad9nPjeOdSCxCyzhTZuexV7f3fdOE-2BCkUnMjOKiF40bc16RNUE168F-2BljNOXXiSQDhR4YqxkXrekDAMmAFR9aaMZtkZaobqA-2BYNZ-2FK9L-2BT0Fepyorci197Namow-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Fh5NIaf-2B5C0EDGo-2BvNSdBFV4eLQuBMQxJ2PD0JByIZS-2BArij6FeHrCn3d0dMUJDJAwQPymWljRFwJrtkFP-2B5I3JomBXvRjALDif-2BUvMwqhHsdsfTtXwjZIy2QTn-2BsiEqfC4UBPuwMycJ-2Bnfo68UaCtcnzJdktMaMnmaR31-2BwuMWg-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
345,Friday,01/11/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #108 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given two strings A and B, return whether or not A can be shifted some number of
times to get B.

For example, if A is abcde and B is cdeab, return true. If A is abc and B is acb
, return false.

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW9S9hVPVyqXjiyjazLumZ66Rz-2Fjh2Go6iClocjZ3aZpzWBIG-2B4Qn0L-2FltnrBm49YNoxVEUhjP6rPfSB5qLZaCQZUH7-2F4W1YRH7DHPblf8ZeakJFdkb1CdL9hbeDpAkX4EI-2BRVQvPEv1brpqu37aB-2FWTYz-2FalxLhXm-2Bv9DHbf2s-2B5A-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW9S9hVPVyqXjiyjazLumZ66WjS6mRT3DZTFKyPpFEz8KBUONPsqKm5r8pR7q5-2Bhz-2Fp1LHEBLH9y4nO9unELB0YOBQa7PNEuaLh4UCboORvWik2JgH2L-2FEdMhPzX2UtXC58J3-2FyLlfkqiG31f5NuBzR0lb2rFfTIMYJwTz0Tim2Evg-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
346,Thursday,01/10/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #107 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Print the nodes in a binary tree level-wise. For example, the following should
print 1, 2, 3, 4, 5.

  1
 / \
2   3
   / \
  4   5


Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Br1TVDmN38x8crYV0iIVyQlpRyPUkGKAay0WcuD2olVmtbPY1UJxWt9pPfxbqH7qGsUmDfyiQVc8BtAjNvbF-2BGH3E73UUJJ4bHXL9tBLr2HTepNfQJ86STZZzGUhPiAOb3hKK0DtTesPfZ5CEhvBKpOFIeybePL74-2BjRoDz4lErA-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Br1TVDmN38x8crYV0iIVyQ-2BpU8KkFx6GuTQbkd5ZhQOhjNJe2l0unPjj2FVPkY1QDXdhW88iNcyS80OcsN9IxbNqAT3YXdPeE-2FfD3WVumJzmN4JvCvoded79WOtuKqg2Kf3-2FPdUMl8PbYii1OcIafAWYocOcx8Z3Wy8q8d9U4lcQ-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
347,Wednesday,01/09/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #106 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Pinterest.

Given an integer list where each number represents the number of hops you can
make, determine whether you can reach to the last index starting at index 0.

For example, [2, 0, 1, 0] returns true while [1, 1, 0, 1] returns false.

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW8ToaLWUfhfRwpC7RzejsenpFVKYrU1OrEA6Cibe3lTencT5X6Hlzfb8k-2FqsDJZydt0Pjej0Hb5JFypHsnvrM9KVNxLQ1uF7VQqBYDmmMBsAgzXETL15z-2FC1DOYkZFSD1t5tQ7q32An96FUH7-2Fd4skHWJy2Xnwv-2FwVqdyQDX4X13Q-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW8ToaLWUfhfRwpC7RzejsenJPGBERIOzfcJleCUf5NDbJe4XZfmTCg9H6I1AqaCvI-2BwQ4CAQ8zkJnRAT7Xi2ySzFAgfQzi3kVyZgucx-2BKcNZXloeXGbPTPsnDYOv0KVvK5Pc6sZU1di6q5NZ9kbhAUwpuML08S36dDKq7Df7qh2XA-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
348,Tuesday,01/08/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #105 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given a function f, and N return a debounced f of N milliseconds.

That is, as long as the debounced f continues to be invoked, f itself will not
be called for N milliseconds.

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW9upGRlns-2Fw37sndsKJYNlAQ8vluZXg5g-2B-2FG0KmFijQLALdWsxlscovNJYEE28AsXNupsmS2hJPJRp6Mu2OnQTB89CDaYK6lByMK9zdQPQ9E2BUgPNhfsXO9ctHQASJXcdd-2FzmQmqH7jsQCCFm7E1gmEFzrijWQpDpY-2BjNDvfhNMg-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW9upGRlns-2Fw37sndsKJYNlAcTyjKBQLq4EaJUNM6CoPeVB25-2Fg5ZNmm7456PejgfFsJa3mgv0nbELROucydbwIG4LRLEDCiKDxlGJdQBPcpxaeRDtaaOUaXVSM-2FbIwywqWbj-2FSEe3ZwCIlNFtUl0x3gNq0d5UBVyfcW8ON0ACguag-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
349,Monday,01/07/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #104 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Determine whether a doubly linked list is a palindrome. What if it’s singly
linked?

For example, 1 -> 4 -> 3 -> 4 -> 1 returns true while 1 -> 4 returns false.

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Fyn6Hk-2Bvlxse-2BdfsZsaFfiP3-2F-2B7Ud7bFaoFfKaGh7wghX6ymT4EUAyyzig85ZqjlM3XqwQBQHrYDcyQAQfiVfdDnIx4qLx9w6rapHaC8sRU53ipkCzGgFwe8meIDuWp6dML8cqQYCuKeyjM0YhWhQAoT0X2WlQgmarWf9B8ABPXQ-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2Fyn6Hk-2Bvlxse-2BdfsZsaFfiyeJI02-2F-2ByAyClfuGacgLp62fUd8DRbj6NlSWRG0KhYwPwNp1X-2BLDLA019aErU-2B7A2sdM-2FDw50u-2F13hP43fr-2B316v-2BbfvE2fwMa6P-2Flav1DxQKQNpPiSGp9GssWDabGM41zRlaTjcR-2BMFBz5fyfgLYA-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
350,Sunday,01/06/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #103 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Square.

Given a string and a set of characters, return the shortest substring containing
all the characters in the set.

For example, given the string ""figehaeci"" and the set of characters {a, e, i},
you should return ""aeci"".

If there is no substring containing all the characters in the set, return null.

Upgrade to premium
[http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2Bz6QcOxyCKetP6lYnXnpQi4pi3Lai0pEzxnfiJmHw8hAOdqRYfK74a2JbR8azrxXXuhVz3DfeG3eNYT04kLdCP_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2BxHX8brfKr1tkxkUP5rFHvznEM-2F7L0WlAXNhRjMW88QZxV-2FM-2BU62E5pD6QqNHKNemnfGgWZdviGCvqzbZAPRqroLYA5Ja7IbIEijO-2F7JFvG9bEDtDE-2BE0LqADmd8XCirQR-2BPBSUe1X6gZ5-2FGMTHQcJlC89H-2FrSatdLu4oIr-2BT0GQ-3D-3D] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [http://links.dailycodingproblem.com/wf/click?upn=-2F03iMydR750DKx07F4BRwWErdzWeRmfVcT48gFYejU-2BIpaIl6O7R00We7pC2-2FYno_3u2yCmqHeHt8QBeWysE56eJHTYKJ2QpFhJXRQlQTQW-2BxHX8brfKr1tkxkUP5rFHvD64sDUXXa50hP3RQ9UL5VeTuHyvbjqlsfMs3rGSf5rpXSsvHMAFi0jwzVCzLjANPCfZ1ZR5k9sDAwoWSXZ-2BAD2Bzi9itJ-2FgduEKxwnCeo14gKcYSB5tE6P1virKI18UZbYckfUfcgk4nJYxkJuoeqg-3D-3D]! As always, shoot us an email if
there's anything we can help with!

"
351,Sunday,01/06/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #103 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Square.

Given a string and a set of characters, return the shortest substring containing
all the characters in the set.

For example, given the string ""figehaeci"" and the set of characters {a, e, i},
you should return ""aeci"".

If there is no substring containing all the characters in the set, return null.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
352,Saturday,01/05/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #102 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Lyft.

Given a list of integers and a number K, return which contiguous elements of the
list sum to K.

For example, if the list is [1, 2, 3, 4, 5] and K is 9, then it should return
[2, 3, 4].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
353,Friday,01/04/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #101 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Alibaba.

Given an even number (greater than 2), return two prime numbers whose sum will
be equal to the given number.

A solution will always exist. See Goldbach’s conjecture
[https://en.wikipedia.org/wiki/Goldbach%27s_conjecture].

Example:

Input: 4
Output: 2 + 2 = 4


If there are more than one solution possible, return the lexicographically
smaller solution.

If [a, b] is one solution with a <= b, and [c, d] is another solution with c <=
d, then

[a, b] < [c, d]


If a < c OR a==c AND b < d.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
354,Thursday,01/03/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #100 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

You are in an infinite 2D grid where you can move in any of the 8 directions:

 (x,y) to
    (x+1, y),
    (x - 1, y),
    (x, y+1),
    (x, y-1),
    (x-1, y-1),
    (x+1,y+1),
    (x-1,y+1),
    (x+1,y-1)


You are given a sequence of points and the order in which you need to cover the
points. Give the minimum number of steps in which you can achieve it. You start
from the first point.

Example:

Input: [(0, 0), (1, 1), (1, 2)]
Output: 2


It takes 1 step to move from (0, 0) to (1, 1). It takes one more step to move
from (1, 1) to (1, 2).

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
355,Wednesday,01/02/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #99 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given an unsorted array of integers, find the length of the longest consecutive
elements sequence.

For example, given [100, 4, 200, 1, 3, 2], the longest consecutive element
sequence is [1, 2, 3, 4]. Return its length: 4.

Your algorithm should run in O(n) complexity.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
356,Tuesday,01/01/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #98 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Coursera.

Given a 2D board of characters and a word, find if the word exists in the grid.

The word can be constructed from letters of sequentially adjacent cell, where
""adjacent"" cells are those horizontally or vertically neighboring. The same
letter cell may not be used more than once.

For example, given the following board:

[
  ['A','B','C','E'],
  ['S','F','C','S'],
  ['A','D','E','E']
]


exists(board, ""ABCCED"") returns true,exists(board, ""SEE"") returns true,
exists(board, ""ABCB"") returns false.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
357,Monday,12/31/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #97 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Stripe.

Write a map implementation with a get function that lets you retrieve the value
of a key at a particular time.

It should contain the following methods:

 * set(key, value, time): sets key to value for t = time.
 * get(key, time): gets the key at t = time.

The map should work like this. If we set a key at a particular time, it will
maintain that value forever or until it gets set at a later time. In other
words, when we get a key at a time, it should return the value that was set for
that key set at the most recent time.

Consider the following examples:

d.set(1, 1, 0) # set key 1 to value 1 at time 0
d.set(1, 2, 2) # set key 1 to value 2 at time 2
d.get(1, 1) # get key 1 at time 1 should be 1
d.get(1, 3) # get key 1 at time 3 should be 2


d.set(1, 1, 5) # set key 1 to value 1 at time 5
d.get(1, 0) # get key 1 at time 0 should be null
d.get(1, 10) # get key 1 at time 10 should be 1


d.set(1, 1, 0) # set key 1 to value 1 at time 0
d.set(1, 2, 0) # set key 1 to value 2 at time 0
d.get(1, 0) # get key 1 at time 0 should be 2


Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
358,Sunday,12/30/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #96 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given a number in the form of a list of digits, return all possible
permutations.

For example, given [1,2,3], return 
[[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
359,Saturday,12/29/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #95 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Palantir.

Given a number represented by a list of digits, find the next greater
permutation of a number, in terms of lexicographic ordering. If there is not
greater permutation possible, return the permutation with the lowest
value/ordering.

For example, the list [1,2,3] should return [1,3,2]. The list [1,3,2] should
return [2,1,3]. The list [3,2,1] should return [1,2,3].

Can you perform the operation without allocating extra memory (disregarding the
input memory)?

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
360,Friday,12/28/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #94 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given a binary tree of integers, find the maximum path sum between two nodes.
The path must go through at least one node, and does not need to go through the
root.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
361,Thursday,12/27/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #93 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

Given a tree, find the largest tree/subtree that is a BST.

Given a tree, return the size of the largest tree/subtree that is a BST.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
362,Wednesday,12/26/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #92 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Airbnb.

We're given a hashmap with a key courseId and value a list of courseIds, which
represents that the prerequsite of courseId is courseIds. Return a sorted
ordering of courses such that we can finish all courses.

Return null if there is no such ordering.

For example, given {'CSC300': ['CSC100', 'CSC200'], 'CSC200': ['CSC100'],
'CSC100': []}, should return ['CSC100', 'CSC200', 'CSCS300'].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
363,Tuesday,12/25/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #91 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

What does the below code snippet print out? How can we fix the anonymous
functions to behave as we'd expect?

functions = []
for i in range(10):
    functions.append(lambda : i)

for f in functions:
    print(f())


Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
364,Monday,12/24/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #90 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This question was asked by Google.

Given an integer n and a list of integers l, write a function that randomly
generates a number from 0 to n-1 that isn't in l (uniform).

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
365,Sunday,12/23/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #89 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by LinkedIn.

Determine whether a tree is a valid binary search tree.

A binary search tree is a tree with two children, left and right, and satisfies
the constraint that the key in the left child must be less than or equal to the
root and the key in the right child must be greater than or equal to the root.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
366,Saturday,12/22/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #88 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This question was asked by ContextLogic.

Implement division of two positive integers without using the division,
multiplication, or modulus operators. Return the quotient as an integer,
ignoring the remainder.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
367,Friday,12/21/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #87 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Uber.

A rule looks like this:

A NE B

This means this means point A is located northeast of point B.

A SW C

means that point A is southwest of C.

Given a list of rules, check if the sum of the rules validate. For example:

A N B
B NE C
C N A


does not validate, since A cannot be both north and south of C.

A NW B
A N B


is considered valid.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
368,Thursday,12/20/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #86 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given a string of parentheses, write a function to compute the minimum number of
parentheses to be removed to make the string valid (i.e. each open parenthesis
is eventually closed).

For example, given the string ""()())()"", you should return 1. Given the string
"")("", you should return 2, since we must remove all of them.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
